0,0.00901482,0.0811177,0.00194524,0.00631664
0.181272,0.000135446,0.0798468,0.00205714,0.00636222
0,0,0,0,0
0,0.00966635,0.0795685,0.0166976,0.0218336
0.183413,0.00013473,0.0795669,0.0167834,0.00631387
0,0,0,0,0
0,0.0477921,0.0966849,2.4224e-06,0.00632777
0.247972,0.000612974,0.0966926,0.00200935,0.00639238
0,0,0,0,0
